날짜,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2020/06/30,"2,108.33",14.85,0.71,"2,124.38","2,134.38","2,108.26","708,604","11,699,082","1,418,860,741"
2020/06/29,"2,093.48",-41.17,-1.93,"2,105.54","2,120.50","2,087.84","643,155","9,025,867","1,408,463,551"
2020/06/26,"2,134.65",22.28,1.05,"2,137.47","2,142.04","2,115.25","761,043","9,821,159","1,436,168,481"
2020/06/25,"2,112.37",-49.14,-2.27,"2,130.45","2,143.33","2,112.37","1,017,720","10,692,627","1,420,866,478"
2020/06/24,"2,161.51",30.27,1.42,"2,145.93","2,171.86","2,143.91","913,896","13,324,797","1,453,951,200"
2020/06/23,"2,131.24",4.51,0.21,"2,149.13","2,158.15","2,110.51","917,567","13,496,081","1,433,435,233"
2020/06/22,"2,126.73",-14.59,-0.68,"2,126.38","2,142.88","2,122.10","789,371","10,098,315","1,430,718,937"
2020/06/19,"2,141.32",7.84,0.37,"2,153.09","2,153.57","2,108.91","1,079,452","12,300,498","1,441,080,602"
2020/06/18,"2,133.48",-7.57,-0.35,"2,134.35","2,145.13","2,120.29","767,184","11,089,871","1,435,518,023"
2020/06/17,"2,141.05",3.00,0.14,"2,133.18","2,154.37","2,105.26","927,515","15,458,440","1,440,025,501"
2020/06/16,"2,138.05",107.23,5.28,"2,091.09","2,138.08","2,079.02","973,638","13,837,056","1,437,701,364"
2020/06/15,"2,030.82",-101.48,-4.76,"2,114.41","2,129.67","2,030.82","1,072,277","18,242,464","1,366,175,254"
2020/06/12,"2,132.30",-44.48,-2.04,"2,088.24","2,137.12","2,084.63","689,896","14,960,780","1,434,087,757"
2020/06/11,"2,176.78",-18.91,-0.86,"2,184.36","2,200.72","2,148.51","827,381","16,987,057","1,464,392,589"
2020/06/10,"2,195.69",6.77,0.31,"2,187.91","2,200.68","2,178.12","706,294","12,888,183","1,476,712,867"
2020/06/09,"2,188.92",4.63,0.21,"2,206.23","2,212.17","2,166.01","817,085","14,689,860","1,472,051,666"
2020/06/08,"2,184.29",2.42,0.11,"2,215.60","2,217.21","2,174.96","854,035","13,145,519","1,468,714,983"
2020/06/05,"2,181.87",30.69,1.43,"2,151.17","2,187.25","2,138.18","854,591","12,778,905","1,466,769,477"
2020/06/04,"2,151.18",4.18,0.19,"2,181.64","2,191.00","2,139.68","1,393,307","16,034,002","1,446,260,119"
2020/06/03,"2,147.00",59.81,2.87,"2,108.55","2,156.55","2,107.69","1,152,001","16,998,832","1,442,871,666"
2020/06/02,"2,087.19",22.11,1.07,"2,061.45","2,089.43","2,059.14","1,000,332","10,232,916","1,402,057,228"
2020/06/01,"2,065.08",35.48,1.75,"2,037.04","2,065.38","2,035.63","997,348","9,839,657","1,387,477,878"
2020/05/29,"2,029.60",1.06,0.05,"2,018.37","2,038.89","2,006.62","1,086,214","14,084,590","1,363,450,451"
2020/05/28,"2,028.54",-2.66,-0.13,"2,047.08","2,054.52","2,003.75","1,172,134","14,479,213","1,363,293,486"
2020/05/27,"2,031.20",1.42,0.07,"2,027.90","2,043.44","2,019.82","1,178,847","12,635,098","1,364,678,862"
2020/05/26,"2,029.78",35.18,1.76,"2,001.00","2,029.89","1,997.94","1,017,804","12,545,313","1,363,735,033"
2020/05/25,"1,994.60",24.47,1.24,"1,980.51","1,994.90","1,967.84","641,458","7,960,324","1,340,826,177"
2020/05/22,"1,970.13",-28.18,-1.41,"2,001.60","2,002.65","1,961.40","847,467","9,509,771","1,324,302,793"
2020/05/21,"1,998.31",8.67,0.44,"2,003.20","2,004.95","1,993.00","601,199","8,636,997","1,343,561,077"
2020/05/20,"1,989.64",9.03,0.46,"1,972.12","1,992.20","1,972.12","699,446","8,248,632","1,337,699,454"
2020/05/19,"1,980.61",43.50,2.25,"1,977.47","1,983.77","1,968.59","773,414","11,918,300","1,331,835,811"
2020/05/18,"1,937.11",9.83,0.51,"1,934.51","1,943.07","1,921.14","761,695","9,394,306","1,301,926,005"
2020/05/15,"1,927.28",2.32,0.12,"1,937.63","1,938.59","1,913.21","866,357","9,723,312","1,294,619,578"
2020/05/14,"1,924.96",-15.46,-0.80,"1,922.44","1,931.43","1,913.49","760,646","9,469,021","1,292,884,145"
2020/05/13,"1,940.42",18.25,0.95,"1,897.50","1,940.42","1,897.24","618,783","9,012,307","1,303,464,008"
2020/05/12,"1,922.17",-13.23,-0.68,"1,938.62","1,938.62","1,905.17","799,930","9,681,896","1,291,568,129"
2020/05/11,"1,935.40",-10.42,-0.54,"1,953.51","1,960.46","1,932.87","591,282","7,752,760","1,300,769,233"
2020/05/08,"1,945.82",17.21,0.89,"1,944.94","1,956.89","1,942.54","784,772","7,941,567","1,307,404,235"
2020/05/07,"1,928.61",-0.15,-0.01,"1,922.00","1,938.50","1,918.57","775,657","7,383,335","1,296,095,632"
2020/05/06,"1,928.76",33.39,1.76,"1,919.45","1,928.76","1,902.55","1,082,526","8,550,700","1,296,556,106"
2020/05/04,"1,895.37",-52.19,-2.68,"1,906.42","1,918.66","1,894.29","1,146,855","10,261,902","1,274,213,042"
2020/04/29,"1,947.56",13.47,0.70,"1,936.89","1,957.51","1,934.31","1,984,181","10,525,128","1,309,179,248"
2020/04/28,"1,934.09",11.32,0.59,"1,931.25","1,941.79","1,911.63","1,173,476","10,375,078","1,300,504,429"
2020/04/27,"1,922.77",33.76,1.79,"1,897.06","1,929.82","1,894.62","735,662","8,171,668","1,293,318,256"
2020/04/24,"1,889.01",-25.72,-1.34,"1,906.07","1,908.29","1,880.71","933,917","9,647,344","1,271,159,366"
2020/04/23,"1,914.73",18.58,0.98,"1,907.45","1,923.53","1,895.98","683,719","9,124,271","1,287,024,851"
2020/04/22,"1,896.15",16.77,0.89,"1,855.51","1,897.90","1,844.85","820,359","9,428,672","1,274,786,181"
2020/04/21,"1,879.38",-18.98,-1.00,"1,886.78","1,898.32","1,841.66","1,174,293","13,863,164","1,263,694,525"
2020/04/20,"1,898.36",-16.17,-0.84,"1,908.34","1,925.25","1,893.17","1,087,463","11,915,932","1,276,932,686"
2020/04/17,"1,914.53",57.46,3.09,"1,893.31","1,926.02","1,893.19","1,667,459","14,127,722","1,287,911,930"
2020/04/16,"1,857.07",-0.01,0.00,"1,839.51","1,862.23","1,828.13","878,338","10,710,793","1,248,881,506"
2020/04/14,"1,857.08",31.32,1.72,"1,846.41","1,864.46","1,837.17","886,766","9,995,854","1,248,940,314"
2020/04/13,"1,825.76",-34.94,-1.88,"1,853.30","1,853.30","1,825.76","1,017,751","9,516,704","1,228,226,157"
2020/04/10,"1,860.70",24.49,1.33,"1,835.76","1,861.10","1,824.43","992,548","12,009,988","1,251,445,975"
2020/04/09,"1,836.21",29.07,1.61,"1,838.09","1,839.33","1,818.30","920,570","10,517,358","1,235,327,684"
2020/04/08,"1,807.14",-16.46,-0.90,"1,815.75","1,842.16","1,801.80","907,493","11,126,542","1,215,858,624"
2020/04/07,"1,823.60",31.72,1.77,"1,826.72","1,838.97","1,791.92","951,738","11,628,935","1,226,518,732"
2020/04/06,"1,791.88",66.44,3.85,"1,745.25","1,794.19","1,742.67","1,219,388","10,957,483","1,205,000,551"
2020/04/03,"1,725.44",0.58,0.03,"1,731.17","1,743.91","1,706.68","1,000,086","10,153,714","1,160,743,273"
2020/04/02,"1,724.86",39.40,2.34,"1,693.53","1,726.76","1,664.13","766,313","10,152,244","1,159,987,256"
2020/04/01,"1,685.46",-69.18,-3.94,"1,737.28","1,762.44","1,685.37","1,243,590","12,110,507","1,133,944,054"
2020/03/31,"1,754.64",37.52,2.19,"1,739.29","1,757.81","1,722.62","1,037,488","13,905,369","1,179,728,722"
2020/03/30,"1,717.12",-0.61,-0.04,"1,670.34","1,729.63","1,659.95","767,776","9,081,049","1,155,630,476"
2020/03/27,"1,717.73",31.49,1.87,"1,756.07","1,759.05","1,668.21","1,077,526","12,851,932","1,156,581,472"
2020/03/26,"1,686.24",-18.52,-1.09,"1,699.11","1,735.75","1,679.23","992,473","12,374,197","1,135,741,554"
2020/03/25,"1,704.76",94.79,5.89,"1,668.19","1,707.64","1,645.28","872,808","12,612,287","1,147,712,134"
2020/03/24,"1,609.97",127.51,8.60,"1,523.69","1,609.97","1,508.68","679,288","10,481,447","1,083,695,461"
2020/03/23,"1,482.46",-83.69,-5.34,"1,474.45","1,516.75","1,458.41","647,528","9,645,271","998,450,497"
2020/03/20,"1,566.15",108.51,7.44,"1,498.49","1,566.82","1,466.48","817,021","10,632,970","1,054,892,888"
2020/03/19,"1,457.64",-133.56,-8.39,"1,626.09","1,626.09","1,439.43","977,674","11,932,492","982,169,749"
2020/03/18,"1,591.20",-81.24,-4.86,"1,686.12","1,693.95","1,591.12","728,007","9,576,387","1,071,788,837"
2020/03/17,"1,672.44",-42.42,-2.47,"1,640.84","1,722.97","1,637.88","649,779","9,709,076","1,126,202,983"
2020/03/16,"1,714.86",-56.58,-3.19,"1,805.43","1,805.43","1,714.38","682,003","8,593,833","1,155,216,110"
2020/03/13,"1,771.44",-62.89,-3.43,"1,722.68","1,809.31","1,680.60","1,035,277","13,376,937","1,193,686,836"
2020/03/12,"1,834.33",-73.94,-3.87,"1,887.97","1,897.23","1,808.56","850,344","11,309,953","1,235,351,151"
2020/03/11,"1,908.27",-54.66,-2.78,"1,965.67","1,967.70","1,898.27","679,716","8,598,096","1,284,895,600"
2020/03/10,"1,962.93",8.16,0.42,"1,942.85","1,968.17","1,934.72","638,564","9,133,693","1,321,480,461"
2020/03/09,"1,954.77",-85.45,-4.19,"1,981.02","1,989.50","1,946.90","666,868","8,796,943","1,316,427,699"
2020/03/06,"2,040.22",-45.04,-2.16,"2,053.09","2,062.57","2,032.13","865,588","7,233,537","1,373,917,955"
2020/03/05,"2,085.26",25.93,1.26,"2,078.11","2,089.08","2,059.99","675,205","7,954,349","1,404,684,361"
2020/03/04,"2,059.33",45.18,2.24,"2,005.81","2,063.59","2,005.81","606,287","7,829,192","1,386,938,608"
2020/03/03,"2,014.15",11.64,0.58,"2,051.85","2,051.85","2,009.39","615,692","8,687,846","1,356,176,459"
2020/03/02,"2,002.51",15.50,0.78,"1,997.03","2,017.07","1,969.34","528,103","7,811,002","1,348,109,552"
2020/02/28,"1,987.01",-67.88,-3.30,"2,020.17","2,031.01","1,980.82","671,551","9,927,960","1,337,716,963"
2020/02/27,"2,054.89",-21.88,-1.05,"2,073.87","2,085.40","2,049.15","562,775","7,241,174","1,383,776,360"
2020/02/26,"2,076.77",-26.84,-1.28,"2,064.07","2,089.64","2,059.13","810,937","8,060,327","1,398,569,205"
2020/02/25,"2,103.61",24.57,1.18,"2,075.55","2,105.49","2,071.50","1,565,588","8,952,278","1,417,275,415"
2020/02/24,"2,079.04",-83.80,-3.87,"2,114.04","2,120.06","2,079.03","948,620","9,315,474","1,400,516,367"
2020/02/21,"2,162.84",-32.66,-1.49,"2,165.65","2,184.43","2,160.28","635,474","7,105,856","1,456,692,607"
2020/02/20,"2,195.50",-14.84,-0.67,"2,223.55","2,228.18","2,186.72","709,563","7,677,672","1,478,574,047"
2020/02/19,"2,210.34",1.46,0.07,"2,222.51","2,226.00","2,191.20","591,155","7,107,033","1,488,454,958"
2020/02/18,"2,208.88",-33.29,-1.48,"2,225.98","2,232.93","2,205.21","470,424","6,411,451","1,487,436,220"
2020/02/17,"2,242.17",-1.42,-0.06,"2,243.07","2,250.05","2,230.26","458,247","5,639,200","1,510,109,679"
2020/02/14,"2,243.59",10.63,0.48,"2,232.71","2,251.50","2,221.90","597,224","6,379,565","1,511,254,622"
2020/02/13,"2,232.96",-5.42,-0.24,"2,245.72","2,255.49","2,230.30","638,666","8,121,197","1,505,295,816"
2020/02/12,"2,238.38",15.26,0.69,"2,225.95","2,242.24","2,214.77","632,462","6,892,197","1,508,346,241"
2020/02/11,"2,223.12",22.05,1.00,"2,213.50","2,233.32","2,211.25","526,211","6,611,195","1,498,338,521"
2020/02/10,"2,201.07",-10.88,-0.49,"2,185.63","2,203.39","2,180.51","609,566","5,471,061","1,483,846,707"
2020/02/07,"2,211.95",-15.99,-0.72,"2,221.49","2,223.92","2,198.14","800,342","8,813,174","1,491,013,321"
2020/02/06,"2,227.94",62.31,2.88,"2,184.77","2,229.99","2,182.25","695,216","8,334,737","1,501,460,505"
2020/02/05,"2,165.63",7.73,0.36,"2,177.26","2,181.52","2,154.88","574,395","7,736,275","1,460,243,894"
2020/02/04,"2,157.90",39.02,1.84,"2,121.22","2,162.32","2,120.53","624,641","7,791,178","1,454,235,584"
2020/02/03,"2,118.88",-0.13,-0.01,"2,086.61","2,126.73","2,082.74","836,699","8,068,704","1,427,133,301"
2020/01/31,"2,119.01",-28.99,-1.35,"2,160.60","2,167.23","2,119.01","710,507","7,226,687","1,427,047,754"
2020/01/30,"2,148.00",-37.28,-1.71,"2,181.54","2,187.45","2,139.72","602,838","7,105,203","1,446,505,817"
2020/01/29,"2,185.28",8.56,0.39,"2,188.18","2,195.45","2,172.33","692,300","6,589,949","1,472,171,521"
2020/01/28,"2,176.72",-69.41,-3.09,"2,192.22","2,199.93","2,166.23","808,878","8,818,232","1,466,083,102"
2020/01/23,"2,246.13",-21.12,-0.93,"2,254.54","2,260.63","2,241.94","509,608","6,790,103","1,512,629,061"
2020/01/22,"2,267.25",27.56,1.23,"2,238.53","2,269.27","2,235.13","608,509","6,365,617","1,526,798,959"
2020/01/21,"2,239.69",-22.95,-1.01,"2,259.81","2,266.31","2,238.25","770,319","5,569,550","1,508,408,627"
2020/01/20,"2,262.64",12.07,0.54,"2,261.40","2,277.23","2,258.09","545,491","5,950,403","1,524,384,083"
2020/01/17,"2,250.57",2.52,0.11,"2,261.57","2,268.71","2,245.58","580,816","5,444,383","1,515,299,753"
2020/01/16,"2,248.05",17.07,0.77,"2,231.93","2,249.09","2,225.41","808,331","6,204,474","1,513,149,909"
2020/01/15,"2,230.98",-7.90,-0.35,"2,229.80","2,238.21","2,223.39","746,156","5,946,351","1,501,047,629"
2020/01/14,"2,238.88",9.62,0.43,"2,243.06","2,250.79","2,232.94","835,899","7,294,227","1,506,534,496"
2020/01/13,"2,229.26",22.87,1.04,"2,204.49","2,230.43","2,204.49","488,288","6,214,780","1,499,967,180"
2020/01/10,"2,206.39",19.94,0.91,"2,189.48","2,206.92","2,188.10","594,536","6,459,299","1,484,063,380"
2020/01/09,"2,186.45",35.14,1.63,"2,182.20","2,186.45","2,172.16","592,603","7,261,591","1,470,805,018"
2020/01/08,"2,151.31",-24.23,-1.11,"2,156.27","2,162.32","2,137.72","913,830","8,750,722","1,446,631,314"
2020/01/07,"2,175.54",20.47,0.95,"2,166.60","2,181.62","2,164.27","568,235","5,143,511","1,462,298,814"
2020/01/06,"2,155.07",-21.39,-0.98,"2,154.97","2,164.42","2,149.95","592,670","5,156,540","1,448,385,085"
2020/01/03,"2,176.46",1.29,0.06,"2,192.58","2,203.38","2,165.39","631,562","5,763,662","1,462,298,971"
2020/01/02,"2,175.17",-22.50,-1.02,"2,201.21","2,202.32","2,171.84","494,677","4,638,167","1,461,424,793"
2021/12/30,"2,977.65",-15.64,-0.52,"2,999.75","3,005.36","2,975.74","461,038","8,727,458","2,203,366,545"
2021/12/29,"2,993.29",-26.95,-0.89,"3,002.90","3,007.72","2,988.67","545,831","10,908,667","2,215,462,631"
2021/12/28,"3,020.24",20.69,0.69,"3,006.77","3,020.29","2,991.55","607,046","12,096,893","2,237,623,537"
2021/12/27,"2,999.55",-12.88,-0.43,"3,013.94","3,017.31","2,999.30","475,363","8,280,394","2,221,527,069"
2021/12/24,"3,012.43",14.26,0.48,"3,009.48","3,025.77","3,009.48","537,548","8,583,472","2,230,019,405"
2021/12/23,"2,998.17",13.69,0.46,"2,998.02","3,000.70","2,980.91","483,838","9,319,626","2,218,653,456"
2021/12/22,"2,984.48",9.45,0.32,"2,993.50","3,000.79","2,976.65","461,755","8,835,649","2,208,300,470"
2021/12/21,"2,975.03",12.03,0.41,"2,981.67","2,984.56","2,955.90","410,979","9,108,501","2,200,896,109"
2021/12/20,"2,963.00",-54.73,-1.81,"3,001.33","3,001.33","2,962.07","377,584","8,621,305","2,191,456,183"
2021/12/17,"3,017.73",11.32,0.38,"2,985.20","3,017.73","2,984.19","451,824","11,650,002","2,231,055,479"
2021/12/16,"3,006.41",17.02,0.57,"3,013.26","3,018.20","2,989.63","402,825","8,524,314","2,223,256,395"
2021/12/15,"2,989.39",1.44,0.05,"2,979.83","2,992.30","2,973.00","432,874","8,253,059","2,210,896,374"
2021/12/14,"2,987.95",-13.71,-0.46,"2,983.95","3,001.70","2,976.16","581,569","9,856,789","2,209,778,033"
2021/12/13,"3,001.66",-8.57,-0.28,"3,019.67","3,043.83","3,000.51","375,828","8,629,448","2,219,441,356"
2021/12/10,"3,010.23",-19.34,-0.64,"3,008.70","3,017.64","2,998.29","451,599","8,434,890","2,225,643,249"
2021/12/09,"3,029.57",27.77,0.93,"3,007.00","3,029.57","3,001.55","513,445","12,614,031","2,238,777,012"
2021/12/08,"3,001.80",10.08,0.34,"3,017.93","3,036.13","2,995.34","488,246","11,115,220","2,218,153,437"
2021/12/07,"2,991.72",18.47,0.62,"2,973.84","2,992.31","2,960.90","541,370","10,215,647","2,211,216,990"
2021/12/06,"2,973.25",4.92,0.17,"2,954.82","2,983.50","2,932.49","479,907","9,657,402","2,197,379,063"
2021/12/03,"2,968.33",23.06,0.78,"2,935.93","2,975.44","2,927.55","486,749","10,344,372","2,192,835,466"
2021/12/02,"2,945.27",45.55,1.57,"2,874.64","2,945.27","2,874.64","534,461","11,918,441","2,176,914,270"
2021/12/01,"2,899.72",60.71,2.14,"2,860.12","2,905.74","2,837.03","563,927","12,534,484","2,143,338,151"
2021/11/30,"2,839.01",-70.31,-2.42,"2,932.71","2,942.93","2,822.73","983,556","19,852,270","2,095,821,072"
2021/11/29,"2,909.32",-27.12,-0.92,"2,906.15","2,930.22","2,890.78","844,400","13,092,783","2,148,359,052"
2021/11/26,"2,936.44",-43.83,-1.47,"2,973.04","2,985.77","2,930.31","595,597","11,901,297","2,167,444,597"
2021/11/25,"2,980.27",-14.02,-0.47,"2,996.74","2,996.74","2,973.24","595,969","9,401,090","2,199,950,623"
2021/11/24,"2,994.29",-3.04,-0.10,"3,006.34","3,017.90","2,981.02","556,640","10,963,458","2,210,804,289"
2021/11/23,"2,997.33",-15.92,-0.53,"3,013.16","3,016.36","2,992.14","524,233","10,830,503","2,213,806,547"
2021/11/22,"3,013.25",42.23,1.42,"2,983.38","3,018.01","2,980.73","530,959","12,945,532","2,225,325,424"
2021/11/19,"2,971.02",23.64,0.80,"2,951.06","2,974.64","2,948.07","657,093","11,002,168","2,192,237,374"
2021/11/18,"2,947.38",-15.04,-0.51,"2,959.26","2,964.48","2,937.53","541,652","10,119,317","2,173,103,104"
2021/11/17,"2,962.42",-34.79,-1.16,"3,004.02","3,004.67","2,957.70","541,489","10,661,680","2,183,852,304"
2021/11/16,"2,997.21",-2.31,-0.08,"2,995.68","3,011.88","2,985.34","579,646","11,101,212","2,208,638,226"
2021/11/15,"2,999.52",30.72,1.03,"2,989.68","3,003.71","2,979.96","639,395","11,402,053","2,207,950,545"
2021/11/12,"2,968.80",43.88,1.50,"2,945.95","2,973.84","2,938.27","665,733","12,472,956","2,185,439,467"
2021/11/11,"2,924.92",-5.25,-0.18,"2,911.41","2,925.19","2,903.72","572,859","13,468,395","2,153,082,343"
2021/11/10,"2,930.17",-32.29,-1.09,"2,947.46","2,958.61","2,924.36","570,931","9,663,221","2,157,022,729"
2021/11/09,"2,962.46",2.26,0.08,"2,958.15","2,987.28","2,949.17","708,773","9,684,977","2,180,787,959"
2021/11/08,"2,960.20",-9.07,-0.31,"2,965.36","2,968.18","2,930.90","560,205","10,388,089","2,178,020,380"
2021/11/05,"2,969.27",-13.95,-0.47,"3,003.53","3,003.53","2,953.96","688,027","12,669,722","2,185,189,385"
2021/11/04,"2,983.22",7.51,0.25,"3,000.92","3,011.56","2,978.07","772,023","14,658,519","2,195,428,830"
2021/11/03,"2,975.71",-37.78,-1.25,"3,020.36","3,020.87","2,969.01","658,648","12,438,267","2,189,540,503"
2021/11/02,"3,013.49",34.55,1.16,"2,995.58","3,034.30","2,995.58","525,853","9,662,968","2,191,376,531"
2021/11/01,"2,978.94",8.26,0.28,"2,984.18","2,991.81","2,976.87","475,382","9,410,799","2,166,070,209"
2021/10/29,"2,970.68",-38.87,-1.29,"3,025.67","3,030.17","2,965.40","545,833","11,035,682","2,159,375,927"
2021/10/28,"3,009.55",-15.94,-0.53,"3,023.17","3,034.42","3,009.55","617,256","12,367,618","2,188,063,339"
2021/10/27,"3,025.49",-23.59,-0.77,"3,045.83","3,049.02","3,019.00","607,875","10,220,672","2,198,753,266"
2021/10/26,"3,049.08",28.54,0.94,"3,039.82","3,051.65","3,030.53","564,559","9,512,681","2,215,757,779"
2021/10/25,"3,020.54",14.38,0.48,"3,001.10","3,025.27","2,983.29","791,795","10,489,293","2,194,484,567"
2021/10/22,"3,006.16",-1.17,-0.04,"3,005.36","3,018.70","2,996.26","695,272","9,047,262","2,184,542,201"
2021/10/21,"3,007.33",-5.80,-0.19,"3,012.28","3,025.88","3,002.74","887,369","10,572,398","2,185,679,891"
2021/10/20,"3,013.13",-15.91,-0.53,"3,043.13","3,047.24","3,012.97","680,326","11,178,213","2,191,094,043"
2021/10/19,"3,029.04",22.36,0.74,"3,022.23","3,034.53","3,014.19","845,703","10,112,026","2,202,301,797"
2021/10/18,"3,006.68",-8.38,-0.28,"3,017.48","3,021.17","2,990.44","926,369","10,649,948","2,186,010,001"
2021/10/15,"3,015.06",26.42,0.88,"3,012.62","3,021.90","2,999.33","857,797","12,540,973","2,192,125,724"
2021/10/14,"2,988.64",44.23,1.50,"2,968.87","2,988.97","2,962.33","617,170","12,064,564","2,172,764,571"
2021/10/13,"2,944.41",28.03,0.96,"2,913.34","2,953.33","2,909.47","752,132","12,294,514","2,141,374,217"
2021/10/12,"2,916.38",-39.92,-1.35,"2,950.22","2,950.94","2,901.51","660,180","12,767,649","2,120,560,982"
2021/10/08,"2,956.30",-3.16,-0.11,"2,977.82","2,978.08","2,949.01","668,946","12,634,091","2,150,115,811"
2021/10/07,"2,959.46",51.15,1.76,"2,936.87","2,961.53","2,927.60","595,381","11,906,736","2,151,410,767"
2021/10/06,"2,908.31",-53.86,-1.82,"2,986.06","2,993.47","2,908.30","901,721","15,668,592","2,114,932,681"
2021/10/05,"2,962.17",-57.01,-1.89,"2,998.17","2,998.17","2,940.59","840,557","15,315,537","2,153,672,546"
2021/10/01,"3,019.18",-49.64,-1.62,"3,056.21","3,062.60","3,015.01","855,481","12,944,006","2,195,489,101"
2021/09/30,"3,068.82",8.55,0.28,"3,054.87","3,079.43","3,046.43","885,818","14,942,853","2,231,957,338"
2021/09/29,"3,060.27",-37.65,-1.22,"3,055.50","3,069.04","3,030.60","821,557","15,137,007","2,226,722,696"
2021/09/28,"3,097.92",-35.72,-1.14,"3,133.40","3,134.46","3,095.72","894,913","14,658,731","2,254,315,886"
2021/09/27,"3,133.64",8.40,0.27,"3,121.70","3,146.35","3,119.26","883,229","12,266,966","2,279,894,817"
2021/09/24,"3,125.24",-2.34,-0.07,"3,140.73","3,146.86","3,119.40","753,222","12,558,236","2,273,591,460"
2021/09/23,"3,127.58",-12.93,-0.41,"3,123.64","3,131.63","3,107.98","623,841","14,009,138","2,275,325,269"
2021/09/17,"3,140.51",10.42,0.33,"3,127.75","3,142.13","3,112.51","589,244","14,937,657","2,284,484,860"
2021/09/16,"3,130.09",-23.31,-0.74,"3,165.38","3,167.68","3,126.65","612,873","12,259,518","2,267,220,040"
2021/09/15,"3,153.40",4.57,0.15,"3,147.21","3,164.01","3,138.80","616,557","12,162,693","2,284,157,740"
2021/09/14,"3,148.83",20.97,0.67,"3,137.32","3,164.31","3,137.32","713,227","15,787,292","2,280,258,288"
2021/09/13,"3,127.86",2.10,0.07,"3,117.35","3,139.13","3,109.01","732,269","13,505,433","2,264,159,333"
2021/09/10,"3,125.76",11.06,0.36,"3,121.09","3,131.54","3,103.38","723,085","13,566,490","2,262,866,816"
2021/09/09,"3,114.70",-48.29,-1.53,"3,146.64","3,158.60","3,111.49","927,368","17,787,104","2,256,111,111"
2021/09/08,"3,162.99",-24.43,-0.77,"3,178.74","3,187.55","3,157.07","859,889","17,302,711","2,290,248,707"
2021/09/07,"3,187.42",-15.91,-0.50,"3,200.07","3,201.76","3,176.81","760,159","11,943,337","2,306,637,033"
2021/09/06,"3,203.33",2.27,0.07,"3,196.30","3,206.25","3,186.79","726,190","12,313,477","2,318,348,873"
2021/09/03,"3,201.06",25.21,0.79,"3,189.71","3,203.08","3,181.64","641,510","13,110,992","2,315,800,431"
2021/09/02,"3,175.85",-31.17,-0.97,"3,198.03","3,204.01","3,171.78","757,859","15,378,375","2,297,103,341"
2021/09/01,"3,207.02",7.75,0.24,"3,195.67","3,215.13","3,185.80","746,705","13,537,907","2,317,655,771"
2021/08/31,"3,199.27",55.08,1.75,"3,144.49","3,199.89","3,130.30","661,221","15,863,630","2,309,062,612"
2021/08/30,"3,144.19",10.29,0.33,"3,160.87","3,164.87","3,132.77","602,858","11,758,710","2,269,580,865"
2021/08/27,"3,133.90",5.37,0.17,"3,116.29","3,143.01","3,106.97","520,668","11,039,934","2,262,422,711"
2021/08/26,"3,128.53",-18.28,-0.58,"3,151.30","3,159.37","3,121.04","727,719","13,335,287","2,259,280,093"
2021/08/25,"3,146.81",8.51,0.27,"3,148.13","3,161.00","3,124.25","624,688","13,365,595","2,272,311,234"
2021/08/24,"3,138.30",48.09,1.56,"3,119.70","3,142.58","3,115.23","586,535","14,946,073","2,266,706,991"
2021/08/23,"3,090.21",29.70,0.97,"3,086.81","3,111.81","3,064.65","570,979","13,424,032","2,230,738,568"
2021/08/20,"3,060.51",-37.32,-1.20,"3,111.10","3,122.09","3,049.03","672,088","16,450,579","2,209,662,899"
2021/08/19,"3,097.83",-61.10,-1.93,"3,140.01","3,158.00","3,097.83","655,629","17,170,843","2,235,216,707"
2021/08/18,"3,158.93",15.84,0.50,"3,141.98","3,175.88","3,124.56","622,791","16,752,626","2,276,820,395"
2021/08/17,"3,143.09",-28.20,-0.89,"3,169.74","3,179.49","3,134.48","690,842","22,241,588","2,265,401,557"
2021/08/13,"3,171.29",-37.09,-1.16,"3,205.75","3,209.72","3,146.76","696,468","20,201,969","2,285,376,012"
2021/08/12,"3,208.38",-12.24,-0.38,"3,213.58","3,229.59","3,202.11","643,282","20,403,905","2,313,093,348"
2021/08/11,"3,220.62",-22.57,-0.70,"3,235.36","3,250.21","3,217.65","618,092","19,193,401","2,322,607,459"
2021/08/10,"3,243.19",-17.23,-0.53,"3,272.44","3,272.44","3,232.46","730,349","21,657,925","2,339,206,516"
2021/08/09,"3,260.42",-9.94,-0.30,"3,258.10","3,275.15","3,251.74","707,654","15,732,538","2,329,309,985"
2021/08/06,"3,270.36",-5.77,-0.18,"3,277.06","3,288.17","3,261.93","941,361","15,455,403","2,334,628,994"
2021/08/05,"3,276.13",-4.25,-0.13,"3,283.25","3,296.17","3,273.33","680,941","11,877,709","2,305,637,212"
2021/08/04,"3,280.38",43.24,1.34,"3,246.65","3,283.14","3,237.55","632,241","12,357,119","2,308,134,804"
2021/08/03,"3,237.14",14.10,0.44,"3,221.57","3,237.14","3,213.20","653,512","12,491,381","2,278,025,799"
2021/08/02,"3,223.04",20.72,0.65,"3,218.42","3,223.04","3,194.00","561,003","10,237,986","2,267,461,202"
2021/07/30,"3,202.32",-40.33,-1.24,"3,234.37","3,234.66","3,202.32","687,861","12,808,243","2,252,545,492"
2021/07/29,"3,242.65",5.79,0.18,"3,248.49","3,252.26","3,232.50","694,823","10,491,306","2,280,494,338"
