Date,Close,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,회전율,환율,코스피,나스닥
2014-03-21,53600,700,1.32,4578,11.71,40811,1.31,500,0.93,0.0033,1076.0,1934.94,-0.98
2014-03-24,53800,200,0.37,4578,11.75,40811,1.32,500,0.93,0.0022,1079.3800048828125,1945.55,-1.18
2014-03-25,55600,1800,3.35,4578,12.15,40811,1.36,500,0.9,0.0085,1076.800048828125,1941.25,0.19
2014-03-26,55600,0,0.0,4578,12.15,40811,1.36,500,0.9,0.0036,1078.300048828125,1964.31,-1.43
2014-03-27,55900,300,0.54,4578,12.21,40811,1.37,500,0.89,0.0026,1076.4300537109375,1977.97,-0.54
2014-03-28,56600,700,1.25,4578,12.36,40811,1.39,500,0.88,0.0039,1068.1800537109375,1981.0,0.11
2014-03-31,56000,-600,-1.06,4578,12.23,40811,1.37,500,0.89,0.0044,1066.550048828125,1985.61,1.04
2014-04-01,56400,400,0.71,4578,12.32,40811,1.38,500,0.89,0.0023,1062.5,1991.98,1.64
2014-04-02,56800,400,0.71,4578,12.41,40811,1.39,500,0.88,0.0036,1057.5999755859375,1997.25,0.2
2014-04-03,56400,-400,-0.7,4578,12.32,40811,1.38,500,0.89,0.0023,1058.43994140625,1993.7,-0.91
