Date,Close,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
2014/05/16,188500,-17500,-8.50,7961,23.68,-,-,52076,3.62,600,0.32
2014/05/19,186500,-2000,-1.06,7961,23.43,-,-,52076,3.58,600,0.32
2014/05/20,177500,-9000,-4.83,7961,22.30,-,-,52076,3.41,600,0.34
2014/05/21,178000,500,+0.28,7961,22.36,-,-,52076,3.42,600,0.34
2014/05/22,177000,-1000,-0.56,7961,22.23,-,-,52076,3.40,600,0.34
2014/05/23,179500,2500,+1.41,7961,22.55,-,-,52076,3.45,600,0.33
2014/05/26,175500,-4000,-2.23,7961,22.04,-,-,52076,3.37,600,0.34
2014/05/27,173000,-2500,-1.42,7961,21.73,-,-,52076,3.32,600,0.35
2014/05/28,169000,-4000,-2.31,7961,21.23,-,-,52076,3.25,600,0.36
2014/05/29,165500,-3500,-2.07,7961,20.79,-,-,52076,3.18,600,0.36
2014/05/30,168500,3000,+1.81,7961,21.17,-,-,52076,3.24,600,0.36
2014/06/02,165500,-3000,-1.78,7961,20.79,-,-,52076,3.18,600,0.36
2014/06/03,168000,2500,+1.51,7961,21.10,-,-,52076,3.23,600,0.36
2014/06/05,165000,-3000,-1.79,7961,20.73,-,-,52076,3.17,600,0.36
2014/06/09,172500,7500,+4.55,7961,21.67,-,-,52076,3.31,600,0.35
2014/06/10,177500,5000,+2.90,7961,22.30,-,-,52076,3.41,600,0.34
2014/06/11,180500,3000,+1.69,7961,22.67,-,-,52076,3.47,600,0.33
2014/06/12,180500,0,0.00,7961,22.67,-,-,52076,3.47,600,0.33
2014/06/13,181500,1000,+0.55,7961,22.80,-,-,52076,3.49,600,0.33
2014/06/16,179000,-2500,-1.38,7961,22.48,-,-,52076,3.44,600,0.34
2014/06/17,179500,500,+0.28,7961,22.55,-,-,52076,3.45,600,0.33
2014/06/18,174000,-5500,-3.06,7961,21.86,-,-,52076,3.34,600,0.34
2014/06/19,173000,-1000,-0.57,7961,21.73,-,-,52076,3.32,600,0.35
2014/06/20,171000,-2000,-1.16,7961,21.48,-,-,52076,3.28,600,0.35
2014/06/23,173000,2000,+1.17,7961,21.73,-,-,52076,3.32,600,0.35
2014/06/24,177500,4500,+2.60,7961,22.30,-,-,52076,3.41,600,0.34
2014/06/25,175500,-2000,-1.13,7961,22.04,-,-,52076,3.37,600,0.34
2014/06/26,179000,3500,+1.99,7961,22.48,-,-,52076,3.44,600,0.34
2014/06/27,178500,-500,-0.28,7961,22.42,-,-,52076,3.43,600,0.34
2014/06/30,182500,4000,+2.24,7961,22.92,-,-,52076,3.50,600,0.33
2014/07/01,181000,-1500,-0.82,7961,22.74,-,-,52076,3.48,600,0.33
2014/07/02,187000,6000,+3.31,7961,23.49,-,-,52076,3.59,600,0.32
2014/07/03,186000,-1000,-0.53,7961,23.36,-,-,52076,3.57,600,0.32
2014/07/04,181500,-4500,-2.42,7961,22.80,-,-,52076,3.49,600,0.33
2014/07/07,173500,-8000,-4.41,7961,21.79,-,-,52076,3.33,600,0.35
2014/07/08,168500,-5000,-2.88,7961,21.17,-,-,52076,3.24,600,0.36
2014/07/09,168000,-500,-0.30,7961,21.10,-,-,52076,3.23,600,0.36
2014/07/10,163000,-5000,-2.98,7961,20.47,-,-,52076,3.13,600,0.37
2014/07/11,162500,-500,-0.31,7961,20.41,-,-,52076,3.12,600,0.37
2014/07/14,165500,3000,+1.85,7961,20.79,-,-,52076,3.18,600,0.36
2014/07/15,164500,-1000,-0.60,7961,20.66,-,-,52076,3.16,600,0.36
2014/07/16,161500,-3000,-1.82,7961,20.29,-,-,52076,3.10,600,0.37
2014/07/17,155500,-6000,-3.72,7961,19.53,-,-,52076,2.99,600,0.39
2014/07/18,156000,500,+0.32,7961,19.60,-,-,52076,3.00,600,0.38
2014/07/21,158000,2000,+1.28,7961,19.85,-,-,52076,3.03,600,0.38
2014/07/22,159000,1000,+0.63,7961,19.97,-,-,52076,3.05,600,0.38
2014/07/23,155500,-3500,-2.20,7961,19.53,-,-,52076,2.99,600,0.39
2014/07/24,155000,-500,-0.32,7961,19.47,-,-,52076,2.98,600,0.39
2014/07/25,157000,2000,+1.29,7961,19.72,-,-,52076,3.01,600,0.38
2014/07/28,161000,4000,+2.55,7961,20.22,-,-,52076,3.09,600,0.37
2014/07/29,157000,-4000,-2.48,7961,19.72,-,-,52076,3.01,600,0.38
2014/07/30,155000,-2000,-1.27,7961,19.47,-,-,52076,2.98,600,0.39
2014/07/31,156000,1000,+0.65,7961,19.60,-,-,52076,3.00,600,0.38
2014/08/01,153500,-2500,-1.60,7961,19.28,-,-,52076,2.95,600,0.39
2014/08/04,159000,5500,+3.58,7961,19.97,-,-,52076,3.05,600,0.38
2014/08/05,155500,-3500,-2.20,7961,19.53,-,-,52076,2.99,600,0.39
2014/08/06,156000,500,+0.32,7961,19.60,-,-,52076,3.00,600,0.38
2014/08/07,155000,-1000,-0.64,7961,19.47,-,-,52076,2.98,600,0.39
2014/08/08,159000,4000,+2.58,7961,19.97,-,-,52076,3.05,600,0.38
2014/08/11,154500,-4500,-2.83,7961,19.41,-,-,52076,2.97,600,0.39
2014/08/12,147000,-7500,-4.85,7961,18.47,-,-,52076,2.82,600,0.41
2014/08/13,144500,-2500,-1.70,7961,18.15,-,-,52076,2.77,600,0.42
2014/08/14,155500,11000,+7.61,7961,19.53,-,-,52076,2.99,600,0.39
2014/08/18,147500,-8000,-5.14,7961,18.53,-,-,52076,2.83,600,0.41
2014/08/19,149000,1500,+1.02,7961,18.72,-,-,52076,2.86,600,0.40
2014/08/20,150000,1000,+0.67,7961,18.84,-,-,52076,2.88,600,0.40
2014/08/21,145500,-4500,-3.00,7961,18.28,-,-,52076,2.79,600,0.41
2014/08/22,143000,-2500,-1.72,7961,17.96,-,-,52076,2.75,600,0.42
2014/08/25,142000,-1000,-0.70,7961,17.84,-,-,52076,2.73,600,0.42
2014/08/26,142000,0,0.00,7961,17.84,-,-,52076,2.73,600,0.42
2014/08/27,139500,-2500,-1.76,7961,17.52,-,-,52076,2.68,600,0.43
2014/08/28,143000,3500,+2.51,7961,17.96,-,-,52076,2.75,600,0.42
2014/08/29,145000,2000,+1.40,7961,18.21,-,-,52076,2.78,600,0.41
2014/09/01,145500,500,+0.34,7961,18.28,-,-,52076,2.79,600,0.41
2014/09/02,147000,1500,+1.03,7961,18.47,-,-,52076,2.82,600,0.41
2014/09/03,146500,-500,-0.34,7961,18.40,-,-,52076,2.81,600,0.41
2014/09/04,147000,500,+0.34,7961,18.47,-,-,52076,2.82,600,0.41
2014/09/05,145500,-1500,-1.02,7961,18.28,-,-,52076,2.79,600,0.41
2014/09/11,144500,-1000,-0.69,7961,18.15,-,-,52076,2.77,600,0.42
2014/09/12,143500,-1000,-0.69,7961,18.03,-,-,52076,2.76,600,0.42
2014/09/15,139000,-4500,-3.14,7961,17.46,-,-,52076,2.67,600,0.43
2014/09/16,139000,0,0.00,7961,17.46,-,-,52076,2.67,600,0.43
2014/09/17,141500,2500,+1.80,7961,17.77,-,-,52076,2.72,600,0.42
2014/09/18,145500,4000,+2.83,7961,18.28,-,-,52076,2.79,600,0.41
2014/09/19,146000,500,+0.34,7961,18.34,-,-,52076,2.80,600,0.41
2014/09/22,143500,-2500,-1.71,7961,18.03,-,-,52076,2.76,600,0.42
2014/09/23,141500,-2000,-1.39,7961,17.77,-,-,52076,2.72,600,0.42
2014/09/24,140000,-1500,-1.06,7961,17.59,-,-,52076,2.69,600,0.43
2014/09/25,140000,0,0.00,7961,17.59,-,-,52076,2.69,600,0.43
2014/09/26,138500,-1500,-1.07,7961,17.40,-,-,52076,2.66,600,0.43
2014/09/29,135500,-3000,-2.17,7961,17.02,-,-,52076,2.60,600,0.44
2014/09/30,134500,-1000,-0.74,7961,16.89,-,-,52076,2.58,600,0.45
2014/10/01,132000,-2500,-1.86,7961,16.58,-,-,52076,2.53,600,0.45
2014/10/02,125000,-7000,-5.30,7961,15.70,-,-,52076,2.40,600,0.48
2014/10/06,125000,0,0.00,7961,15.70,-,-,52076,2.40,600,0.48
2014/10/07,123500,-1500,-1.20,7961,15.51,-,-,52076,2.37,600,0.49
2014/10/08,130000,6500,+5.26,7961,16.33,-,-,52076,2.50,600,0.46
2014/10/10,127500,-2500,-1.92,7961,16.02,-,-,52076,2.45,600,0.47
2014/10/13,127500,0,0.00,7961,16.02,-,-,52076,2.45,600,0.47
2014/10/14,129000,1500,+1.18,7961,16.20,-,-,52076,2.48,600,0.47
2014/10/15,133000,4000,+3.10,7961,16.71,-,-,52076,2.55,600,0.45
2014/10/16,132500,-500,-0.38,7961,16.64,-,-,52076,2.54,600,0.45
2014/10/17,132500,0,0.00,7961,16.64,-,-,52076,2.54,600,0.45
2014/10/20,140000,7500,+5.66,7961,17.59,-,-,52076,2.69,600,0.43
2014/10/21,139000,-1000,-0.71,7961,17.46,-,-,52076,2.67,600,0.43
2014/10/22,140500,1500,+1.08,7961,17.65,-,-,52076,2.70,600,0.43
2014/10/23,137000,-3500,-2.49,7961,17.21,-,-,52076,2.63,600,0.44
2014/10/24,131000,-6000,-4.38,7961,16.46,-,-,52076,2.52,600,0.46
2014/10/27,130500,-500,-0.38,7961,16.39,-,-,52076,2.51,600,0.46
2014/10/28,131500,1000,+0.77,7961,16.52,-,-,52076,2.53,600,0.46
2014/10/29,142000,10500,+7.98,7961,17.84,-,-,52076,2.73,600,0.42
2014/10/30,143500,1500,+1.06,7961,18.03,-,-,52076,2.76,600,0.42
2014/10/31,147000,3500,+2.44,7961,18.47,-,-,52076,2.82,600,0.41
2014/11/03,147000,0,0.00,7961,18.47,-,-,52076,2.82,600,0.41
2014/11/04,150500,3500,+2.38,7961,18.90,-,-,52076,2.89,600,0.40
2014/11/05,151000,500,+0.33,7961,18.97,-,-,52076,2.90,600,0.40
2014/11/06,159000,8000,+5.30,7961,19.97,-,-,52076,3.05,600,0.38
2014/11/07,161500,2500,+1.57,7961,20.29,-,-,52076,3.10,600,0.37
2014/11/10,160000,-1500,-0.93,7961,20.10,-,-,52076,3.07,600,0.38
2014/11/11,162500,2500,+1.56,7961,20.41,-,-,52076,3.12,600,0.37
2014/11/12,168000,5500,+3.38,7961,21.10,-,-,52076,3.23,600,0.36
2014/11/13,165500,-2500,-1.49,7961,20.79,-,-,52076,3.18,600,0.36
2014/11/14,158000,-7500,-4.53,7961,19.85,-,-,52076,3.03,600,0.38
2014/11/17,161500,3500,+2.22,7961,20.29,-,-,52076,3.10,600,0.37
2014/11/18,157500,-4000,-2.48,7961,19.78,-,-,52076,3.02,600,0.38
2014/11/19,170500,13000,+8.25,7961,21.42,-,-,52076,3.27,600,0.35
2014/11/20,167000,-3500,-2.05,7961,20.98,-,-,52076,3.21,600,0.36
2014/11/21,165500,-1500,-0.90,7961,20.79,-,-,52076,3.18,600,0.36
2014/11/24,164000,-1500,-0.91,7961,20.60,-,-,52076,3.15,600,0.37
2014/11/25,167500,3500,+2.13,7961,21.04,-,-,52076,3.22,600,0.36
2014/11/26,161000,-6500,-3.88,7961,20.22,-,-,52076,3.09,600,0.37
2014/11/27,163500,2500,+1.55,7961,20.54,-,-,52076,3.14,600,0.37
2014/11/28,159500,-4000,-2.45,7961,20.04,-,-,52076,3.06,600,0.38
2014/12/01,160500,1000,+0.63,7961,20.16,-,-,52076,3.08,600,0.37
2014/12/02,164000,3500,+2.18,7961,20.60,-,-,52076,3.15,600,0.37
2014/12/03,168000,4000,+2.44,7961,21.10,-,-,52076,3.23,600,0.36
2014/12/04,170500,2500,+1.49,7961,21.42,-,-,52076,3.27,600,0.35
2014/12/05,171500,1000,+0.59,7961,21.54,-,-,52076,3.29,600,0.35
2014/12/08,173500,2000,+1.17,7961,21.79,-,-,52076,3.33,600,0.35
2014/12/09,169000,-4500,-2.59,7961,21.23,-,-,52076,3.25,600,0.36
2014/12/10,172500,3500,+2.07,7961,21.67,-,-,52076,3.31,600,0.35
2014/12/11,166500,-6000,-3.48,7961,20.91,-,-,52076,3.20,600,0.36
2014/12/12,174500,8000,+4.80,7961,21.92,-,-,52076,3.35,600,0.34
2014/12/15,180000,5500,+3.15,7961,22.61,-,-,52076,3.46,600,0.33
2014/12/16,176500,-3500,-1.94,7961,22.17,-,-,52076,3.39,600,0.34
2014/12/17,178000,1500,+0.85,7961,22.36,-,-,52076,3.42,600,0.34
2014/12/18,180000,2000,+1.12,7961,22.61,-,-,52076,3.46,600,0.33
2014/12/19,186000,6000,+3.33,7961,23.36,-,-,52076,3.57,600,0.32
2014/12/22,187500,1500,+0.81,7961,23.55,-,-,52076,3.60,600,0.32
2014/12/23,181500,-6000,-3.20,7961,22.80,-,-,52076,3.49,600,0.33
2014/12/24,181500,0,0.00,7961,22.80,-,-,52076,3.49,600,0.33
2014/12/26,179500,-2000,-1.10,7961,22.55,-,-,52076,3.45,600,0.33
2014/12/29,180000,500,+0.28,7961,22.61,-,-,52076,3.46,600,0.33
2014/12/30,182000,2000,+1.11,7961,22.86,-,-,52076,3.49,600,0.33
2015/01/02,180500,-1500,-0.82,7961,22.67,-,-,52076,3.47,600,0.33
2015/01/05,193500,13000,+7.20,7961,24.31,-,-,52076,3.72,600,0.31
2015/01/06,194000,500,+0.26,7961,24.37,-,-,52076,3.73,600,0.31
2015/01/07,190000,-4000,-2.06,7961,23.87,-,-,52076,3.65,600,0.32
2015/01/08,191000,1000,+0.53,7961,23.99,-,-,52076,3.67,600,0.31
2015/01/09,193000,2000,+1.05,7961,24.24,-,-,52076,3.71,600,0.31
2015/01/12,196500,3500,+1.81,7961,24.68,-,-,52076,3.77,600,0.31
2015/01/13,193500,-3000,-1.53,7961,24.31,-,-,52076,3.72,600,0.31
2015/01/14,191500,-2000,-1.03,7961,24.05,-,-,52076,3.68,600,0.31
2015/01/15,192000,500,+0.26,7961,24.12,-,-,52076,3.69,600,0.31
2015/01/16,193000,1000,+0.52,7961,24.24,-,-,52076,3.71,600,0.31
2015/01/19,189000,-4000,-2.07,7961,23.74,-,-,52076,3.63,600,0.32
2015/01/20,183000,-6000,-3.17,7961,22.99,-,-,52076,3.51,600,0.33
2015/01/21,185500,2500,+1.37,7961,23.30,-,-,52076,3.56,600,0.32
2015/01/22,181500,-4000,-2.16,7961,22.80,-,-,52076,3.49,600,0.33
2015/01/23,183500,2000,+1.10,7961,23.05,-,-,52076,3.52,600,0.33
2015/01/26,189500,6000,+3.27,7961,23.80,-,-,52076,3.64,600,0.32
2015/01/27,189000,-500,-0.26,7961,23.74,-,-,52076,3.63,600,0.32
2015/01/28,217000,28000,+14.81,7961,27.26,-,-,52076,4.17,600,0.28
2015/01/29,208000,-9000,-4.15,7961,26.13,-,-,52076,3.99,600,0.29
2015/01/30,202000,-6000,-2.88,7961,25.37,-,-,52076,3.88,600,0.30
2015/02/02,200500,-1500,-0.74,7961,25.19,-,-,52076,3.85,600,0.30
2015/02/03,215000,14500,+7.23,7961,27.01,-,-,52076,4.13,600,0.28
2015/02/04,218500,3500,+1.63,7961,27.45,-,-,52076,4.20,600,0.27
2015/02/05,213500,-5000,-2.29,7961,26.82,-,-,52076,4.10,600,0.28
2015/02/06,213000,-500,-0.23,7961,26.76,-,-,52076,4.09,600,0.28
2015/02/09,218500,5500,+2.58,7961,27.45,-,-,52076,4.20,600,0.27
2015/02/10,214500,-4000,-1.83,7961,26.94,-,-,52076,4.12,600,0.28
2015/02/11,209500,-5000,-2.33,7961,26.32,-,-,52076,4.02,600,0.29
2015/02/12,203000,-6500,-3.10,7961,25.50,-,-,52076,3.90,600,0.30
2015/02/13,198500,-4500,-2.22,7961,24.93,-,-,52076,3.81,600,0.30
2015/02/16,193500,-5000,-2.52,7961,24.31,-,-,52076,3.72,600,0.31
2015/02/17,189500,-4000,-2.07,7961,23.80,-,-,52076,3.64,600,0.32
2015/02/23,190000,500,+0.26,7961,23.87,-,-,52076,3.65,600,0.32
2015/02/24,190500,500,+0.26,7961,23.93,-,-,52076,3.66,600,0.31
2015/02/25,180000,-10500,-5.51,7961,22.61,-,-,52076,3.46,600,0.33
2015/02/26,182000,2000,+1.11,7961,22.86,-,-,52076,3.49,600,0.33
2015/02/27,178500,-3500,-1.92,7961,22.42,-,-,52076,3.43,600,0.34
2015/03/02,180500,2000,+1.12,7961,22.67,-,-,52076,3.47,600,0.33
2015/03/03,181500,1000,+0.55,7961,22.80,-,-,52076,3.49,600,0.33
2015/03/04,181500,0,0.00,7961,22.80,-,-,52076,3.49,600,0.33
2015/03/05,183000,1500,+0.83,7961,22.99,-,-,52076,3.51,600,0.33
2015/03/06,189000,6000,+3.28,7961,23.74,-,-,52076,3.63,600,0.32
2015/03/09,178500,-10500,-5.56,7961,22.42,-,-,52076,3.43,600,0.34
2015/03/10,171500,-7000,-3.92,7961,21.54,-,-,52076,3.29,600,0.35
2015/03/11,174000,2500,+1.46,7961,21.86,-,-,52076,3.34,600,0.34
2015/03/12,176000,2000,+1.15,7961,22.11,-,-,52076,3.38,600,0.34
2015/03/13,183000,7000,+3.98,7961,22.99,-,-,52076,3.51,600,0.33
2015/03/16,181000,-2000,-1.09,7961,22.74,-,-,52076,3.48,600,0.33
2015/03/17,181500,500,+0.28,7961,22.80,-,-,52076,3.49,600,0.33
2015/03/18,174500,-7000,-3.86,7961,21.92,-,-,52076,3.35,600,0.34
2015/03/19,169000,-5500,-3.15,7961,21.23,-,-,52076,3.25,600,0.36
2015/03/20,172500,3500,+2.07,7961,21.67,-,-,52076,3.31,600,0.35
2015/03/23,173500,1000,+0.58,7961,21.79,-,-,52076,3.33,600,0.35
2015/03/24,175000,1500,+0.86,7961,21.98,-,-,52076,3.36,600,0.34
2015/03/25,177000,2000,+1.14,7961,22.23,-,-,52076,3.40,600,0.34
2015/03/26,177000,0,0.00,7961,22.23,-,-,52076,3.40,600,0.34
2015/03/27,173500,-3500,-1.98,7961,21.79,-,-,52076,3.33,600,0.35
2015/03/30,172500,-1000,-0.58,7961,21.67,-,-,52076,3.31,600,0.35
2015/03/31,181500,9000,+5.22,7961,22.80,-,-,52076,3.49,600,0.33
2015/04/01,186000,4500,+2.48,7961,23.36,-,-,52076,3.57,600,0.32
2015/04/02,182000,-4000,-2.15,7961,22.86,-,-,52076,3.49,600,0.33
2015/04/03,187500,5500,+3.02,7961,23.55,-,-,52076,3.60,600,0.32
2015/04/06,185500,-2000,-1.07,7961,23.30,-,-,52076,3.56,600,0.32
2015/04/07,185000,-500,-0.27,7961,23.24,-,-,52076,3.55,600,0.32
2015/04/08,197000,12000,+6.49,7961,24.75,-,-,52076,3.78,600,0.30
2015/04/09,197000,0,0.00,7961,24.75,-,-,52076,3.78,600,0.30
2015/04/10,197000,0,0.00,7961,24.75,-,-,52076,3.78,600,0.30
2015/04/13,187500,-9500,-4.82,7961,23.55,-,-,52076,3.60,600,0.32
2015/04/14,188500,1000,+0.53,7961,23.68,-,-,52076,3.62,600,0.32
2015/04/15,187000,-1500,-0.80,7961,23.49,-,-,52076,3.59,600,0.32
2015/04/16,183000,-4000,-2.14,7961,22.99,-,-,52076,3.51,600,0.33
2015/04/17,185000,2000,+1.09,7961,23.24,-,-,52076,3.55,600,0.32
2015/04/20,186000,1000,+0.54,7961,23.36,-,-,52076,3.57,600,0.32
2015/04/21,192500,6500,+3.49,7961,24.18,-,-,52076,3.70,600,0.31
2015/04/22,194500,2000,+1.04,7961,24.43,-,-,52076,3.73,600,0.31
2015/04/23,204500,10000,+5.14,7961,25.69,-,-,52076,3.93,600,0.29
2015/04/24,206000,1500,+0.73,7961,25.88,-,-,52076,3.96,600,0.29
2015/04/27,211000,5000,+2.43,7961,26.50,-,-,52076,4.05,600,0.28
2015/04/28,210500,-500,-0.24,7961,26.44,-,-,52076,4.04,600,0.29
2015/04/29,213000,2500,+1.19,7961,26.76,-,-,52076,4.09,600,0.28
2015/04/30,204500,-8500,-3.99,7961,25.69,-,-,52076,3.93,600,0.29
2015/05/04,205500,1000,+0.49,11520,17.84,-,-,62045,3.31,3430,1.67
